head,relation,tail
NCT01232062,has_status,COMPLETED
NCT03394027,sponsored_by,National Cancer Institute (NCI)
NCT03394027,has_status,COMPLETED
NCT03394027,tests,ONC201
ONC201,has_type,DRUG
ONC201,classified_as,OTHER
ONC201,targets,endometrial cancer
ONC201,targets,"hormone receptor positive, her2 negative breast cancer"
ONC201,targets,triple negative breast cancer
ONC201,targets,TNBC
NCT05460273,sponsored_by,AstraZeneca
NCT05460273,has_status,ACTIVE_NOT_RECRUITING
NCT05460273,tests,Datopotamab Deruxtecan (Dato-DXd)
Datopotamab Deruxtecan (Dato-DXd),has_type,DRUG
Datopotamab Deruxtecan (Dato-DXd),classified_as,BIOLOGIC
Datopotamab Deruxtecan (Dato-DXd),targets,"carcinoma, non-small-cell lung"
Datopotamab Deruxtecan (Dato-DXd),targets,triple negative breast cancer
Datopotamab Deruxtecan (Dato-DXd),targets,TNBC
NCT02637531,sponsored_by,"Infinity Pharmaceuticals, Inc."
NCT02637531,has_status,UNKNOWN
NCT02637531,tests,IPI-549 (eganelisib)
IPI-549 (eganelisib),has_type,DRUG
IPI-549 (eganelisib),classified_as,CHEMICAL
IPI-549 (eganelisib),targets,squamous cell cancer of the head and neck (part e)
IPI-549 (eganelisib),targets,high-circulating myeloid-derived suppressor cells (part h)
IPI-549 (eganelisib),targets,melanoma (part e)
IPI-549 (eganelisib),targets,advanced solid tumors (part a/b/c/d)
IPI-549 (eganelisib),targets,mesothelioma (part g)
IPI-549 (eganelisib),targets,triple negative breast cancer (part f)
IPI-549 (eganelisib),targets,adrenocortical carcinoma (part g)
IPI-549 (eganelisib),targets,non-small cell lung cancer (part e)
IPI-549 (eganelisib),targets,TNBC
NCT02637531,tests,Nivolumab
Nivolumab,has_type,DRUG
Nivolumab,classified_as,BIOLOGIC
Nivolumab,targets,squamous cell cancer of the head and neck (part e)
Nivolumab,targets,high-circulating myeloid-derived suppressor cells (part h)
Nivolumab,targets,melanoma (part e)
Nivolumab,targets,advanced solid tumors (part a/b/c/d)
Nivolumab,targets,mesothelioma (part g)
Nivolumab,targets,triple negative breast cancer (part f)
Nivolumab,targets,adrenocortical carcinoma (part g)
Nivolumab,targets,non-small cell lung cancer (part e)
Nivolumab,targets,TNBC
NCT04373031,sponsored_by,Providence Health & Services
NCT04373031,has_status,ACTIVE_NOT_RECRUITING
NCT04373031,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
Pembrolizumab,classified_as,BIOLOGIC
Pembrolizumab,targets,breast cancer
Pembrolizumab,targets,breast neoplasms
NCT04373031,tests,IRX 2
IRX 2,has_type,DRUG
IRX 2,classified_as,OTHER
IRX 2,targets,breast cancer
IRX 2,targets,breast neoplasms
NCT06358573,sponsored_by,Swiss Group for Clinical Cancer Research
NCT06358573,has_status,RECRUITING
NCT06358573,tests,INT230-6
INT230-6,has_type,DRUG
INT230-6,classified_as,OTHER
INT230-6,targets,tnbc - triple-negative breast cancer
INT230-6,targets,triple-negative breast cancer
INT230-6,targets,TNBC
NCT06358573,tests,neoadjuvant immuno-chemotherapy
neoadjuvant immuno-chemotherapy,has_type,DRUG
neoadjuvant immuno-chemotherapy,classified_as,OTHER
neoadjuvant immuno-chemotherapy,targets,tnbc - triple-negative breast cancer
neoadjuvant immuno-chemotherapy,targets,triple-negative breast cancer
neoadjuvant immuno-chemotherapy,targets,TNBC
NCT00817531,sponsored_by,Baylor Breast Care Center
NCT00817531,has_status,TERMINATED
NCT00817531,tests,Dasatinib
Dasatinib,has_type,DRUG
Dasatinib,classified_as,CHEMICAL
Dasatinib,targets,breast cancer
NCT05466760,sponsored_by,"Taipei Veterans General Hospital, Taiwan"
NCT05466760,has_status,UNKNOWN
NCT05466760,tests,PET/MR
PET/MR,has_type,DRUG
PET/MR,classified_as,OTHER
PET/MR,targets,breast cancer
NCT02393794,sponsored_by,Priyanka Sharma
NCT02393794,has_status,UNKNOWN
NCT02393794,tests,Romidepsin
Romidepsin,has_type,DRUG
Romidepsin,classified_as,OTHER
Romidepsin,targets,breast cancer
Romidepsin,targets,triple-negative breast cancer
Romidepsin,targets,TNBC
NCT02393794,tests,Cisplatin
Cisplatin,has_type,DRUG
Cisplatin,classified_as,CHEMICAL
Cisplatin,targets,breast cancer
Cisplatin,targets,triple-negative breast cancer
Cisplatin,targets,TNBC
NCT02393794,tests,Nivolumab
Nivolumab,has_type,DRUG
Nivolumab,classified_as,BIOLOGIC
Nivolumab,targets,breast cancer
Nivolumab,targets,triple-negative breast cancer
Nivolumab,targets,TNBC
NCT02929576,sponsored_by,Pfizer
NCT02929576,has_status,WITHDRAWN
NCT02929576,tests,Enzalutamide
Enzalutamide,has_type,DRUG
Enzalutamide,classified_as,OTHER
Enzalutamide,targets,breast cancer
NCT02929576,tests,Placebo
Placebo,has_type,DRUG
Placebo,classified_as,OTHER
Placebo,targets,breast cancer
NCT02929576,tests,Paclitaxel
Paclitaxel,has_type,DRUG
Paclitaxel,classified_as,CHEMICAL
Paclitaxel,targets,breast cancer
NCT02732860,sponsored_by,"University Health Network, Toronto"
NCT02732860,has_status,RECRUITING
NCT02732860,tests,Molecular Profiling & In Vivo drug testing in pPDX and organoid cultures
Molecular Profiling & In Vivo drug testing in pPDX and organoid cultures,has_type,DRUG
Molecular Profiling & In Vivo drug testing in pPDX and organoid cultures,classified_as,OTHER
Molecular Profiling & In Vivo drug testing in pPDX and organoid cultures,targets,ovarian neoplasm
Molecular Profiling & In Vivo drug testing in pPDX and organoid cultures,targets,breast cancer
Molecular Profiling & In Vivo drug testing in pPDX and organoid cultures,targets,breast neoplasms
Molecular Profiling & In Vivo drug testing in pPDX and organoid cultures,targets,ovarian cancer
Molecular Profiling & In Vivo drug testing in pPDX and organoid cultures,targets,colorectal neoplasms
Molecular Profiling & In Vivo drug testing in pPDX and organoid cultures,targets,colorectal cancer
NCT03205176,sponsored_by,AstraZeneca
NCT03205176,has_status,COMPLETED
NCT03205176,tests,AZD5153
AZD5153,has_type,DRUG
AZD5153,classified_as,OTHER
AZD5153,targets,pancreatic cancer
AZD5153,targets,breast cancer
AZD5153,targets,prostate cancer
AZD5153,targets,ovarian cancer
AZD5153,targets,lymphoma
AZD5153,targets,malignant solid tumors
NCT03205176,tests,Olaparib
Olaparib,has_type,DRUG
Olaparib,classified_as,BIOLOGIC
Olaparib,targets,pancreatic cancer
Olaparib,targets,breast cancer
Olaparib,targets,prostate cancer
Olaparib,targets,ovarian cancer
Olaparib,targets,lymphoma
Olaparib,targets,malignant solid tumors
NCT02593227,sponsored_by,"Marker Therapeutics, Inc."
NCT02593227,has_status,COMPLETED
NCT02593227,tests,Low dose FRα vaccine
Low dose FRα vaccine,has_type,DRUG
Low dose FRα vaccine,classified_as,OTHER
Low dose FRα vaccine,targets,breast cancer
NCT02593227,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
Cyclophosphamide,classified_as,CHEMICAL
Cyclophosphamide,targets,breast cancer
NCT02593227,tests,High dose FRα vaccine
High dose FRα vaccine,has_type,DRUG
High dose FRα vaccine,classified_as,OTHER
High dose FRα vaccine,targets,breast cancer
NCT06774027,sponsored_by,"University of California, San Francisco"
NCT06774027,has_status,NOT_YET_RECRUITING
NCT06774027,tests,Specimen collection
Specimen collection,has_type,DRUG
Specimen collection,classified_as,OTHER
Specimen collection,targets,her2-negative breast cancer
Specimen collection,targets,her2 negative breast carcinoma
Specimen collection,targets,metastatic triple-negative breast carcinoma
Specimen collection,targets,hr+ her2 breast cancer
Specimen collection,targets,metastatic breast cancer
Specimen collection,targets,metastatic triple negative breast cancers
Specimen collection,targets,TNBC
NCT06774027,tests,Non-Investigational Antibody-Drug Conjugates (ADC)
Non-Investigational Antibody-Drug Conjugates (ADC),has_type,DRUG
Non-Investigational Antibody-Drug Conjugates (ADC),classified_as,BIOLOGIC
Non-Investigational Antibody-Drug Conjugates (ADC),targets,her2-negative breast cancer
Non-Investigational Antibody-Drug Conjugates (ADC),targets,her2 negative breast carcinoma
Non-Investigational Antibody-Drug Conjugates (ADC),targets,metastatic triple-negative breast carcinoma
Non-Investigational Antibody-Drug Conjugates (ADC),targets,hr+ her2 breast cancer
Non-Investigational Antibody-Drug Conjugates (ADC),targets,metastatic breast cancer
Non-Investigational Antibody-Drug Conjugates (ADC),targets,metastatic triple negative breast cancers
Non-Investigational Antibody-Drug Conjugates (ADC),targets,TNBC
NCT06774027,tests,Medical Record Review
Medical Record Review,has_type,DRUG
Medical Record Review,classified_as,OTHER
Medical Record Review,targets,her2-negative breast cancer
Medical Record Review,targets,her2 negative breast carcinoma
Medical Record Review,targets,metastatic triple-negative breast carcinoma
Medical Record Review,targets,hr+ her2 breast cancer
Medical Record Review,targets,metastatic breast cancer
Medical Record Review,targets,metastatic triple negative breast cancers
Medical Record Review,targets,TNBC
NCT04437160,sponsored_by,Chinese Academy of Medical Sciences
NCT04437160,has_status,RECRUITING
NCT04437160,tests,Epirubicin or Pirarubicin
Epirubicin or Pirarubicin,has_type,DRUG
Epirubicin or Pirarubicin,classified_as,OTHER
Epirubicin or Pirarubicin,targets,triple negative breast cancer
Epirubicin or Pirarubicin,targets,TNBC
NCT04437160,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
Cyclophosphamide,classified_as,CHEMICAL
Cyclophosphamide,targets,triple negative breast cancer
Cyclophosphamide,targets,TNBC
NCT02883062,sponsored_by,National Cancer Institute (NCI)
NCT02883062,has_status,COMPLETED
NCT02883062,tests,Atezolizumab
Atezolizumab,has_type,DRUG
Atezolizumab,classified_as,BIOLOGIC
Atezolizumab,targets,stage iii breast cancer ajcc v7
Atezolizumab,targets,stage ii breast cancer ajcc v6 and v7
Atezolizumab,targets,invasive breast carcinoma
Atezolizumab,targets,triple-negative breast carcinoma
Atezolizumab,targets,TNBC
NCT02883062,tests,Biospecimen Collection
Biospecimen Collection,has_type,DRUG
Biospecimen Collection,classified_as,OTHER
Biospecimen Collection,targets,stage iii breast cancer ajcc v7
Biospecimen Collection,targets,stage ii breast cancer ajcc v6 and v7
Biospecimen Collection,targets,invasive breast carcinoma
Biospecimen Collection,targets,triple-negative breast carcinoma
Biospecimen Collection,targets,TNBC
NCT02883062,tests,Carboplatin
Carboplatin,has_type,DRUG
Carboplatin,classified_as,CHEMICAL
Carboplatin,targets,stage iii breast cancer ajcc v7
Carboplatin,targets,stage ii breast cancer ajcc v6 and v7
Carboplatin,targets,invasive breast carcinoma
Carboplatin,targets,triple-negative breast carcinoma
Carboplatin,targets,TNBC
NCT02883062,tests,Lumpectomy
Lumpectomy,has_type,DRUG
Lumpectomy,classified_as,OTHER
Lumpectomy,targets,stage iii breast cancer ajcc v7
Lumpectomy,targets,stage ii breast cancer ajcc v6 and v7
Lumpectomy,targets,invasive breast carcinoma
Lumpectomy,targets,triple-negative breast carcinoma
Lumpectomy,targets,TNBC
NCT02883062,tests,Mastectomy
Mastectomy,has_type,DRUG
Mastectomy,classified_as,OTHER
Mastectomy,targets,stage iii breast cancer ajcc v7
Mastectomy,targets,stage ii breast cancer ajcc v6 and v7
Mastectomy,targets,invasive breast carcinoma
Mastectomy,targets,triple-negative breast carcinoma
Mastectomy,targets,TNBC
NCT02883062,tests,Paclitaxel
Paclitaxel,has_type,DRUG
Paclitaxel,classified_as,CHEMICAL
Paclitaxel,targets,stage iii breast cancer ajcc v7
Paclitaxel,targets,stage ii breast cancer ajcc v6 and v7
Paclitaxel,targets,invasive breast carcinoma
Paclitaxel,targets,triple-negative breast carcinoma
Paclitaxel,targets,TNBC
NCT03289962,sponsored_by,"Genentech, Inc."
NCT03289962,has_status,COMPLETED
NCT03289962,tests,Autogene cevumeran
Autogene cevumeran,has_type,DRUG
Autogene cevumeran,classified_as,OTHER
Autogene cevumeran,targets,head and neck cancer
Autogene cevumeran,targets,melanoma
Autogene cevumeran,targets,non-small cell lung cancer
Autogene cevumeran,targets,triple negative breast cancer
Autogene cevumeran,targets,bladder cancer
Autogene cevumeran,targets,other solid cancers
Autogene cevumeran,targets,renal cancer
Autogene cevumeran,targets,colorectal cancer
Autogene cevumeran,targets,TNBC
NCT03289962,tests,Atezolizumab
Atezolizumab,has_type,DRUG
Atezolizumab,classified_as,BIOLOGIC
Atezolizumab,targets,head and neck cancer
Atezolizumab,targets,melanoma
Atezolizumab,targets,non-small cell lung cancer
Atezolizumab,targets,triple negative breast cancer
Atezolizumab,targets,bladder cancer
Atezolizumab,targets,other solid cancers
Atezolizumab,targets,renal cancer
Atezolizumab,targets,colorectal cancer
Atezolizumab,targets,TNBC
NCT05680662,sponsored_by,"Ministry of Health, Saudi Arabia"
NCT05680662,has_status,UNKNOWN
NCT05680662,tests,"quercetin, EGCG, metformin , zinc"
"quercetin, EGCG, metformin , zinc",has_type,DRUG
"quercetin, EGCG, metformin , zinc",classified_as,OTHER
"quercetin, EGCG, metformin , zinc",targets,breast cancer female
"quercetin, EGCG, metformin , zinc",targets,triple negative breast cancer
"quercetin, EGCG, metformin , zinc",targets,TNBC
NCT03872791,sponsored_by,"Jiangsu Alphamab Biopharmaceuticals Co., Ltd"
NCT03872791,has_status,COMPLETED
NCT03872791,tests,KN046
KN046,has_type,DRUG
KN046,classified_as,OTHER
KN046,targets,triple-negative breast cancer
KN046,targets,TNBC
NCT03872791,tests,Nab-paclitaxel
Nab-paclitaxel,has_type,DRUG
Nab-paclitaxel,classified_as,CHEMICAL
Nab-paclitaxel,targets,triple-negative breast cancer
Nab-paclitaxel,targets,TNBC
NCT02719691,sponsored_by,"University of Colorado, Denver"
NCT02719691,has_status,COMPLETED
NCT02719691,tests,Alisertib
Alisertib,has_type,DRUG
Alisertib,classified_as,CHEMICAL
Alisertib,targets,solid tumors
Alisertib,targets,metastatic breast cancer
NCT02719691,tests,MLN0128
MLN0128,has_type,DRUG
MLN0128,classified_as,OTHER
MLN0128,targets,solid tumors
MLN0128,targets,metastatic breast cancer
NCT06418594,sponsored_by,Beijing 302 Hospital
NCT06418594,has_status,RECRUITING
NCT06418594,tests,Adebrelimab
Adebrelimab,has_type,DRUG
Adebrelimab,classified_as,BIOLOGIC
Adebrelimab,targets,her2-negative breast cancer brain metastases
NCT06418594,tests,Apatinib
Apatinib,has_type,DRUG
Apatinib,classified_as,CHEMICAL
Apatinib,targets,her2-negative breast cancer brain metastases
NCT06418594,tests,Etoposide
Etoposide,has_type,DRUG
Etoposide,classified_as,OTHER
Etoposide,targets,her2-negative breast cancer brain metastases
NCT03473691,sponsored_by,University of Virginia
NCT03473691,has_status,WITHDRAWN
NCT03473691,tests,Glembatumumab Vedotin
Glembatumumab Vedotin,has_type,DRUG
Glembatumumab Vedotin,classified_as,BIOLOGIC
Glembatumumab Vedotin,targets,triple negative breast cancer
Glembatumumab Vedotin,targets,TNBC
NCT02187991,sponsored_by,US Oncology Research
NCT02187991,has_status,COMPLETED
NCT02187991,tests,Paclitaxel
Paclitaxel,has_type,DRUG
Paclitaxel,classified_as,CHEMICAL
Paclitaxel,targets,breast cancer
Paclitaxel,targets,breast carcinoma
Paclitaxel,targets,breast tumors
Paclitaxel,targets,malignant neoplasm of breast
NCT02187991,tests,Alisertib
Alisertib,has_type,DRUG
Alisertib,classified_as,CHEMICAL
Alisertib,targets,breast cancer
Alisertib,targets,breast carcinoma
Alisertib,targets,breast tumors
Alisertib,targets,malignant neoplasm of breast
NCT04734262,sponsored_by,Fudan University
NCT04734262,has_status,ACTIVE_NOT_RECRUITING
NCT04734262,tests,Sitravatinib
Sitravatinib,has_type,DRUG
Sitravatinib,classified_as,CHEMICAL
Sitravatinib,targets,metastatic breast cancer
NCT04734262,tests,Tislelizumab
Tislelizumab,has_type,DRUG
Tislelizumab,classified_as,BIOLOGIC
Tislelizumab,targets,metastatic breast cancer
NCT04734262,tests,Nab-paclitaxel
Nab-paclitaxel,has_type,DRUG
Nab-paclitaxel,classified_as,CHEMICAL
Nab-paclitaxel,targets,metastatic breast cancer
NCT02689427,sponsored_by,M.D. Anderson Cancer Center
NCT02689427,has_status,COMPLETED
NCT02689427,tests,Axillary Lymph Node Dissection
Axillary Lymph Node Dissection,has_type,DRUG
Axillary Lymph Node Dissection,classified_as,OTHER
Axillary Lymph Node Dissection,targets,stage iiib breast cancer ajcc v7
Axillary Lymph Node Dissection,targets,stage i breast cancer ajcc v7
Axillary Lymph Node Dissection,targets,invasive breast carcinoma
Axillary Lymph Node Dissection,targets,stage iia breast cancer ajcc v6 and v7
Axillary Lymph Node Dissection,targets,stage iib breast cancer ajcc v6 and v7
Axillary Lymph Node Dissection,targets,stage iiia breast cancer ajcc v7
Axillary Lymph Node Dissection,targets,stage ia breast cancer ajcc v7
Axillary Lymph Node Dissection,targets,stage ii breast cancer ajcc v6 and v7
Axillary Lymph Node Dissection,targets,stage iiic breast cancer ajcc v7
Axillary Lymph Node Dissection,targets,stage iii breast cancer ajcc v7
Axillary Lymph Node Dissection,targets,stage ib breast cancer ajcc v7
Axillary Lymph Node Dissection,targets,triple-negative breast carcinoma
Axillary Lymph Node Dissection,targets,TNBC
NCT02689427,tests,Enzalutamide
Enzalutamide,has_type,DRUG
Enzalutamide,classified_as,OTHER
Enzalutamide,targets,stage iiib breast cancer ajcc v7
Enzalutamide,targets,stage i breast cancer ajcc v7
Enzalutamide,targets,invasive breast carcinoma
Enzalutamide,targets,stage iia breast cancer ajcc v6 and v7
Enzalutamide,targets,stage iib breast cancer ajcc v6 and v7
Enzalutamide,targets,stage iiia breast cancer ajcc v7
Enzalutamide,targets,stage ia breast cancer ajcc v7
Enzalutamide,targets,stage ii breast cancer ajcc v6 and v7
Enzalutamide,targets,stage iiic breast cancer ajcc v7
Enzalutamide,targets,stage iii breast cancer ajcc v7
Enzalutamide,targets,stage ib breast cancer ajcc v7
Enzalutamide,targets,triple-negative breast carcinoma
Enzalutamide,targets,TNBC
NCT02689427,tests,Laboratory Biomarker Analysis
Laboratory Biomarker Analysis,has_type,DRUG
Laboratory Biomarker Analysis,classified_as,OTHER
Laboratory Biomarker Analysis,targets,stage iiib breast cancer ajcc v7
Laboratory Biomarker Analysis,targets,stage i breast cancer ajcc v7
Laboratory Biomarker Analysis,targets,invasive breast carcinoma
Laboratory Biomarker Analysis,targets,stage iia breast cancer ajcc v6 and v7
Laboratory Biomarker Analysis,targets,stage iib breast cancer ajcc v6 and v7
Laboratory Biomarker Analysis,targets,stage iiia breast cancer ajcc v7
Laboratory Biomarker Analysis,targets,stage ia breast cancer ajcc v7
Laboratory Biomarker Analysis,targets,stage ii breast cancer ajcc v6 and v7
Laboratory Biomarker Analysis,targets,stage iiic breast cancer ajcc v7
Laboratory Biomarker Analysis,targets,stage iii breast cancer ajcc v7
Laboratory Biomarker Analysis,targets,stage ib breast cancer ajcc v7
Laboratory Biomarker Analysis,targets,triple-negative breast carcinoma
Laboratory Biomarker Analysis,targets,TNBC
NCT02689427,tests,Lymph Node Biopsy
Lymph Node Biopsy,has_type,DRUG
Lymph Node Biopsy,classified_as,OTHER
Lymph Node Biopsy,targets,stage iiib breast cancer ajcc v7
Lymph Node Biopsy,targets,stage i breast cancer ajcc v7
Lymph Node Biopsy,targets,invasive breast carcinoma
Lymph Node Biopsy,targets,stage iia breast cancer ajcc v6 and v7
Lymph Node Biopsy,targets,stage iib breast cancer ajcc v6 and v7
Lymph Node Biopsy,targets,stage iiia breast cancer ajcc v7
Lymph Node Biopsy,targets,stage ia breast cancer ajcc v7
Lymph Node Biopsy,targets,stage ii breast cancer ajcc v6 and v7
Lymph Node Biopsy,targets,stage iiic breast cancer ajcc v7
Lymph Node Biopsy,targets,stage iii breast cancer ajcc v7
Lymph Node Biopsy,targets,stage ib breast cancer ajcc v7
Lymph Node Biopsy,targets,triple-negative breast carcinoma
Lymph Node Biopsy,targets,TNBC
NCT02689427,tests,Paclitaxel
Paclitaxel,has_type,DRUG
Paclitaxel,classified_as,CHEMICAL
Paclitaxel,targets,stage iiib breast cancer ajcc v7
Paclitaxel,targets,stage i breast cancer ajcc v7
Paclitaxel,targets,invasive breast carcinoma
Paclitaxel,targets,stage iia breast cancer ajcc v6 and v7
Paclitaxel,targets,stage iib breast cancer ajcc v6 and v7
Paclitaxel,targets,stage iiia breast cancer ajcc v7
Paclitaxel,targets,stage ia breast cancer ajcc v7
Paclitaxel,targets,stage ii breast cancer ajcc v6 and v7
Paclitaxel,targets,stage iiic breast cancer ajcc v7
Paclitaxel,targets,stage iii breast cancer ajcc v7
Paclitaxel,targets,stage ib breast cancer ajcc v7
Paclitaxel,targets,triple-negative breast carcinoma
Paclitaxel,targets,TNBC
NCT02689427,tests,Therapeutic Conventional Surgery
Therapeutic Conventional Surgery,has_type,DRUG
Therapeutic Conventional Surgery,classified_as,OTHER
Therapeutic Conventional Surgery,targets,stage iiib breast cancer ajcc v7
Therapeutic Conventional Surgery,targets,stage i breast cancer ajcc v7
Therapeutic Conventional Surgery,targets,invasive breast carcinoma
Therapeutic Conventional Surgery,targets,stage iia breast cancer ajcc v6 and v7
Therapeutic Conventional Surgery,targets,stage iib breast cancer ajcc v6 and v7
Therapeutic Conventional Surgery,targets,stage iiia breast cancer ajcc v7
Therapeutic Conventional Surgery,targets,stage ia breast cancer ajcc v7
Therapeutic Conventional Surgery,targets,stage ii breast cancer ajcc v6 and v7
Therapeutic Conventional Surgery,targets,stage iiic breast cancer ajcc v7
Therapeutic Conventional Surgery,targets,stage iii breast cancer ajcc v7
Therapeutic Conventional Surgery,targets,stage ib breast cancer ajcc v7
Therapeutic Conventional Surgery,targets,triple-negative breast carcinoma
Therapeutic Conventional Surgery,targets,TNBC
NCT06268327,sponsored_by,Assiut University
NCT06268327,has_status,NOT_YET_RECRUITING
NCT06268327,tests,Cisplatin injection and gemcitabine
Cisplatin injection and gemcitabine,has_type,DRUG
Cisplatin injection and gemcitabine,classified_as,CHEMICAL
Cisplatin injection and gemcitabine,targets,breast cancer
NCT06268327,tests,Capecitabine tablets
Capecitabine tablets,has_type,DRUG
Capecitabine tablets,classified_as,CHEMICAL
Capecitabine tablets,targets,breast cancer
NCT07018427,sponsored_by,Peking University Cancer Hospital & Institute
NCT07018427,has_status,ACTIVE_NOT_RECRUITING
NCT07018427,tests,Sacituzumab Govitecan Monotherapy or Combination Therapy
Sacituzumab Govitecan Monotherapy or Combination Therapy,has_type,DRUG
Sacituzumab Govitecan Monotherapy or Combination Therapy,classified_as,BIOLOGIC
Sacituzumab Govitecan Monotherapy or Combination Therapy,targets,breast neoplasms
Sacituzumab Govitecan Monotherapy or Combination Therapy,targets,breast cancer
Sacituzumab Govitecan Monotherapy or Combination Therapy,targets,"hr+, her2-, advanced breast cancer"
Sacituzumab Govitecan Monotherapy or Combination Therapy,targets,triple negative breast cancer
Sacituzumab Govitecan Monotherapy or Combination Therapy,targets,TNBC
NCT03674827,sponsored_by,Pfizer
NCT03674827,has_status,TERMINATED
NCT03674827,tests,PF-06936308
PF-06936308,has_type,DRUG
PF-06936308,classified_as,OTHER
PF-06936308,targets,non-small cell lung cancer
PF-06936308,targets,triple-negative breast cancer
PF-06936308,targets,TNBC
NCT02624973,sponsored_by,Haukeland University Hospital
NCT02624973,has_status,ACTIVE_NOT_RECRUITING
NCT02624973,tests,Neoadjuvant tamoxifen + goserelin (premenopausal women)
Neoadjuvant tamoxifen + goserelin (premenopausal women),has_type,DRUG
Neoadjuvant tamoxifen + goserelin (premenopausal women),classified_as,CHEMICAL
Neoadjuvant tamoxifen + goserelin (premenopausal women),targets,breast cancer
NCT02624973,tests,Neoadjuvant letrozole (postmenopausal women)
Neoadjuvant letrozole (postmenopausal women),has_type,DRUG
Neoadjuvant letrozole (postmenopausal women),classified_as,CHEMICAL
Neoadjuvant letrozole (postmenopausal women),targets,breast cancer
NCT02624973,tests,Neoadjuvant endocrine therapy + palbociclib (if lack of response to endocrine therapy alone)
Neoadjuvant endocrine therapy + palbociclib (if lack of response to endocrine therapy alone),has_type,DRUG
Neoadjuvant endocrine therapy + palbociclib (if lack of response to endocrine therapy alone),classified_as,CHEMICAL
Neoadjuvant endocrine therapy + palbociclib (if lack of response to endocrine therapy alone),targets,breast cancer
NCT02624973,tests,Neoadjuvant docetaxel + cyclophosphamide
Neoadjuvant docetaxel + cyclophosphamide,has_type,DRUG
Neoadjuvant docetaxel + cyclophosphamide,classified_as,CHEMICAL
Neoadjuvant docetaxel + cyclophosphamide,targets,breast cancer
NCT02624973,tests,Neoadjuvant docetaxel
Neoadjuvant docetaxel,has_type,DRUG
Neoadjuvant docetaxel,classified_as,CHEMICAL
Neoadjuvant docetaxel,targets,breast cancer
NCT02624973,tests,Neoadjuvant docetaxel + trastuzumab + pertuzumab
Neoadjuvant docetaxel + trastuzumab + pertuzumab,has_type,DRUG
Neoadjuvant docetaxel + trastuzumab + pertuzumab,classified_as,BIOLOGIC
Neoadjuvant docetaxel + trastuzumab + pertuzumab,targets,breast cancer
NCT02624973,tests,Neoadjuvant docetaxel + cyclophosphamide + trastuzumab + pertuzumab
Neoadjuvant docetaxel + cyclophosphamide + trastuzumab + pertuzumab,has_type,DRUG
Neoadjuvant docetaxel + cyclophosphamide + trastuzumab + pertuzumab,classified_as,BIOLOGIC
Neoadjuvant docetaxel + cyclophosphamide + trastuzumab + pertuzumab,targets,breast cancer
NCT02624973,tests,Neoadjuvant olaparib
Neoadjuvant olaparib,has_type,DRUG
Neoadjuvant olaparib,classified_as,BIOLOGIC
Neoadjuvant olaparib,targets,breast cancer
NCT02624973,tests,Neoadjuvant cyclophosphamide (after 10 weeks of olaparib alone)
Neoadjuvant cyclophosphamide (after 10 weeks of olaparib alone),has_type,DRUG
Neoadjuvant cyclophosphamide (after 10 weeks of olaparib alone),classified_as,BIOLOGIC
Neoadjuvant cyclophosphamide (after 10 weeks of olaparib alone),targets,breast cancer
NCT02624973,tests,Breast conserving surgery or mastectomy + SNB/axillary dissection
Breast conserving surgery or mastectomy + SNB/axillary dissection,has_type,DRUG
Breast conserving surgery or mastectomy + SNB/axillary dissection,classified_as,OTHER
Breast conserving surgery or mastectomy + SNB/axillary dissection,targets,breast cancer
NCT02624973,tests,Postoperative radiotherapy breast/chest wall + regional lymph nodes
Postoperative radiotherapy breast/chest wall + regional lymph nodes,has_type,DRUG
Postoperative radiotherapy breast/chest wall + regional lymph nodes,classified_as,OTHER
Postoperative radiotherapy breast/chest wall + regional lymph nodes,targets,breast cancer
NCT02624973,tests,Adjuvant trastuzumab
Adjuvant trastuzumab,has_type,DRUG
Adjuvant trastuzumab,classified_as,BIOLOGIC
Adjuvant trastuzumab,targets,breast cancer
NCT02624973,tests,Adjuvant letrozole (postmenopausal women)
Adjuvant letrozole (postmenopausal women),has_type,DRUG
Adjuvant letrozole (postmenopausal women),classified_as,CHEMICAL
Adjuvant letrozole (postmenopausal women),targets,breast cancer
NCT02624973,tests,Adjuvant tamoxifen + goserelin (premenopausal women)
Adjuvant tamoxifen + goserelin (premenopausal women),has_type,DRUG
Adjuvant tamoxifen + goserelin (premenopausal women),classified_as,CHEMICAL
Adjuvant tamoxifen + goserelin (premenopausal women),targets,breast cancer
NCT02624973,tests,Adjuvant palbociclib (if palbociclib given neoadjuvant)
Adjuvant palbociclib (if palbociclib given neoadjuvant),has_type,DRUG
Adjuvant palbociclib (if palbociclib given neoadjuvant),classified_as,CHEMICAL
Adjuvant palbociclib (if palbociclib given neoadjuvant),targets,breast cancer
NCT02624973,tests,Adjuvant Epirubicin+ Cyclophosphamide
Adjuvant Epirubicin+ Cyclophosphamide,has_type,DRUG
Adjuvant Epirubicin+ Cyclophosphamide,classified_as,CHEMICAL
Adjuvant Epirubicin+ Cyclophosphamide,targets,breast cancer
NCT06649331,sponsored_by,Fudan University
NCT06649331,has_status,RECRUITING
NCT06649331,tests,SHR-A1811
SHR-A1811,has_type,DRUG
SHR-A1811,classified_as,OTHER
